"Data Source","مؤشرات التنمية العالمية",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"بالاو","PLW","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"بابوا غينيا الجديدة","PNG","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","957366","980977","1006161","1032202","1057901","1082818","1109740","1135497","1160739","1186569","1213561","1243369","1273916","1305355","1337680","1370953","1407126","1443715","1480986","1519194","1558409","1600427","1642579","1684420","1725085","1763840","1803484","1840445","1875250","1908791","1941639","1974207","2007082","2040387","2074482","2110024","2151416","2194633","2238919","2282830","2325085","2370991","2413108","2453933","2497049","2544665","2594253","2647928","2702903","2754601","2800089","2845760","2884838","2918913","2951100","2983400","3016184","3049370","3082432","3114287","",
"بولندا","POL","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","9944954","10058994","10080948","10043636","9977980","9863577","9655924","9495944","9342604","9151383","8894565","8695313","8511848","8334535","8200174","8128826","8142933","8198012","8282824","8399627","8547535","8731722","8938618","9154996","9354134","9511618","9619981","9667504","9658226","9620446","9573513","9465957","9364923","9251507","9099345","8894761","8686558","8423597","8126687","7831300","7482513","7203862","6956357","6734271","6528844","6339569","6175378","6047368","5952609","5877617","5789081","5770297","5721689","5664289","5631897","5638815","5613942","5650381","5716064","5766024","",
"العائد الديمغرافي قبل","PRE","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","80084542","82408693","84750112","87104529","89448010","91776485","94611775","97370655","100112431","102901564","105769353","109141253","112510411","115919604","119415367","123034203","127296124","131596093","135900076","140134287","144227356","148887411","153362631","157710683","162014393","166340118","171268837","176117342","180958028","185879194","190945490","196593335","202312244","208044121","213678238","219123478","225246748","231163888","236994024","242925072","249111740","256296235","263621174","271091785","278677315","286344820","294895340","303446858","312058409","320794943","329690772","338960287","348232138","357462661","366574396","375503951","384689756","393611060","402291880","410783918","",
"بورتو ريكو","PRI","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1002035","994452","992603","995522","999045","998919","1007773","1005826","998254","992154","991481","988920","990091","994970","1001101","1006324","1011282","1015808","1017490","1015981","1012121","1013797","1014029","1011392","1005856","998060","991139","983602","975165","966567","958773","950800","943501","938950","934913","929548","930964","927863","919007","908826","897397","888891","880744","872461","863037","850999","836823","821375","804868","787001","767709","745539","722821","700399","674153","645753","613426","579531","537636","519320","",
"جمهورية كوريا الديمقراطية الشعبية","PRK","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","4310659","4478292","4492967","4439361","4454425","4609499","4713927","5012341","5409961","5759921","5993902","6259468","6381886","6408728","6423959","6465840","6462374","6465702","6467915","6448375","6402338","6285339","6203397","6131369","6037919","5911808","5871771","5756553","5614668","5519259","5504750","5493985","5573739","5706812","5825152","5891892","5967670","5989508","5973021","5952727","5947414","5937580","5942685","5952054","5944792","5909744","5872977","5805191","5717820","5631285","5557451","5473904","5413207","5366908","5320529","5268135","5239075","5201150","5161603","5131508","",
"البرتغال","PRT","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","2595234","2609024","2623082","2631381","2631815","2618056","2607067","2586830","2562450","2524431","2491801","2451249","2425506","2409873","2425513","2494273","2549285","2548455","2540455","2530750","2522011","2500368","2475708","2448528","2415755","2373342","2323193","2263130","2194465","2121918","2049282","1982226","1921967","1869846","1823570","1780609","1751406","1721249","1691745","1666550","1649547","1640297","1635139","1632665","1628961","1621326","1627865","1627723","1618874","1603049","1582496","1562478","1537124","1509809","1483367","1459117","1432847","1407750","1383987","1360912","",
"باراغواي","PRY","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","913417","935044","958944","984331","1009901","1034824","1056966","1078660","1100075","1121346","1142205","1159629","1175829","1192059","1210039","1230748","1247342","1269018","1294660","1322470","1351683","1384187","1416845","1450740","1487513","1527580","1571051","1615973","1661614","1706514","1749511","1791361","1831124","1868324","1902727","1934223","1963649","1990645","2014382","2033738","2048067","2061249","2067825","2069342","2068621","2067333","2063482","2062787","2063390","2062120","2057811","2056177","2050084","2042132","2036644","2035712","2035073","2039816","2047902","2055578","",
"الضفة الغربية وقطاع غزة","PSE","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","959823","1004449","1051001","1099507","1149821","1201753","1257410","1312797","1342411","1370765","1396964","1421713","1446468","1469973","1491472","1511447","1528363","1544903","1564468","1583133","1601307","1622322","1642433","1662162","1682478","1703898","1728799","1749078","1779539","1810855","",
"دول جزر المحيط الهاديء الصغيرة","PSS","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","390520","404044","417912","431822","445106","457108","468638","478691","487200","494393","500556","508718","516392","523586","530359","536837","544703","552527","560564","569241","578810","589958","601776","613948","625553","635508","642286","647279","651218","655446","660985","667718","675918","684390","691691","697137","703839","708609","712266","715876","719749","716847","715014","713947","713275","713107","717427","722340","727565","732981","738749","748309","757811","768460","781077","795412","804831","815354","825753","834821","",
"العائد الديمغرافي بعد","PST","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","213027357","216017034","217871986","219130080","220119572","220967419","221989986","222553536","222657177","223043993","223144916","222780288","222429116","221793192","221049257","219627850","218219334","216125538","213562647","211058532","208755789","206483606","204581910","202907271","201155645","199253676","198080021","196644361","195139556","193887701","192987901","192702859","192682194","192717634","192503970","191962587","191495364","190676338","189586113","188441116","187393238","186071861","184957281","183907372","182872881","181781813","181443856","181101668","180855111","180491141","180065463","179856614","179565950","179186691","178913860","178765695","178597620","178547568","178507716","178289868","",
"بولينيزيا الفرنسية","PYF","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","33685","34950","36761","38924","41068","42963","44490","45909","47336","48869","50485","51852","52979","53989","55006","56071","57085","58198","59336","60366","61204","62201","62981","63554","64054","64631","65650","66837","68199","69557","70748","71993","72849","73450","74026","74694","75103","75753","76403","76748","76648","76367","75686","74753","73785","72860","71694","70672","69744","68817","67892","67111","66177","65274","64688","64512","63495","63192","63205","63018","",
